Group,site,species,intercept,slope,Persistence,Mean,Median
Plants,Jornada_MS,TECO,0.002138487,-0.32998633,0.042857143,0.037564286,0
Plants,Jornada_MS,TILA,NA,NA,0.067857143,0.00745,0
Plants,Jornada_MS,UKFO1,NA,NA,0.035714286,0.007203571,0
Plants,Jornada_MS,UKFO8,NA,NA,0.007142857,0.000375,0
Plants,Jornada_MS,UKGR1,NA,NA,0.003571429,0.000375,0
Plants,Jornada_MS,UKGR2,NA,NA,0.003571429,0.000564286,0
Plants,Jornada_MS,UKGS1,NA,NA,0.007142857,0.000139286,0
Plants,Jornada_MS,XASA,0.046382549,-3.284375679,0.021428571,0.082164286,0
Plants,Jornada_MS,XASP1,0.036600794,0.433923644,0.071428571,1.614882143,0
Plants,Jornada_MW,APRA,NA,NA,0.008583691,8.58E-05,0
Plants,Jornada_MW,ARGL,NA,NA,0.012875537,0.00532618,0
Plants,Jornada_MW,ARHA,NA,NA,0.004291846,0.033064378,0
Plants,Jornada_MW,ARIS1,0.036752796,-0.340555184,0.068669528,0.006562232,0
Plants,Jornada_MW,ARLO,NA,NA,0.004291846,5.15E-05,0
Plants,Jornada_MW,ARNE,NA,NA,0.017167382,0.008618026,0
Plants,Jornada_MW,ARWR,0.029150162,-0.16779079,0.120171674,0.241021459,0
Plants,Jornada_MW,ASAL,NA,NA,0.004291846,1.29E-05,0
Plants,Jornada_MW,ASNU,NA,NA,0.034334764,0.00116309,0
Plants,Jornada_MW,ASTE1,NA,NA,0.017167382,0.001004292,0
Plants,Jornada_MW,ASTR1,NA,NA,0.025751073,0.000742489,0
Plants,Jornada_MW,BAAB,NA,NA,0.004291846,4.29E-06,0
Plants,Jornada_MW,BAMU,0.00047836,-8.148347438,0.150214592,0.047922747,0
Plants,Jornada_MW,CHCO,NA,NA,0.004291846,0.000180258,0
Plants,Jornada_MW,CHIN,NA,NA,0.004291846,5.58E-05,0
Plants,Jornada_MW,CRAN,NA,NA,0.004291846,0.000519313,0
Plants,Jornada_MW,CRCR,NA,NA,0.021459228,0.47183691,0
Plants,Jornada_MW,CRMI,0.078285265,-0.250701602,0.180257511,0.012107296,0
Plants,Jornada_MW,CRYP1,0.169911272,-0.342997353,0.278969957,0.086197425,0
Plants,Jornada_MW,DAPU,0.024824398,-0.113469789,0.231759657,0.03504721,0
Plants,Jornada_MW,DEPI,0.901753107,-0.502213501,0.630901288,4.707583691,0.019
Plants,Jornada_MW,DIWI,6.8364277,-0.608816217,0.30472103,10.52117167,0
Plants,Jornada_MW,ERAB,0.03356216,0.59276227,0.077253219,0.001480687,0
Plants,Jornada_MW,ERAN,NA,NA,0.008583691,7.73E-05,0
Plants,Jornada_MW,ERIO1,NA,NA,0.051502146,0.001145923,0
Plants,Jornada_MW,ERPU,0.042928362,-0.092938422,0.270386266,0.322656652,0
Plants,Jornada_MW,ERRO,0.014702456,-0.479105013,0.124463519,0.013390558,0
Plants,Jornada_MW,ERTR,NA,NA,0,0,0
Plants,Jornada_MW,EUAL,NA,NA,0.0472103,0.003180258,0
Plants,Jornada_MW,GSDL1,NA,NA,0.012875537,0.00016309,0
Plants,Jornada_MW,HYOD,NA,NA,0.004291846,0.000858369,0
Plants,Jornada_MW,LESQ1,NA,NA,0.008583691,1.29E-05,0
Plants,Jornada_MW,LIBI,NA,NA,0.004291846,4.29E-06,0
Plants,Jornada_MW,LIVE,NA,NA,0.034334764,0.002351931,0
Plants,Jornada_MW,MAFE,NA,NA,0.012875537,0.002098712,0
Plants,Jornada_MW,MALI,NA,NA,0.004291846,0.000969957,0
Plants,Jornada_MW,MEPU,NA,NA,0.004291846,0.000497854,0
Plants,Jornada_MW,MSDL1,4.42E-08,0.211530713,0.115879828,0.002699571,0
Plants,Jornada_MW,MUPO,0.889761142,1.787733535,0.34334764,23.82467382,0
Plants,Jornada_MW,NAHI,0.013672691,-1.149067357,0.145922747,0.071484979,0
Plants,Jornada_MW,PECT1,NA,NA,0.004291846,4.72E-05,0
Plants,Jornada_MW,PHAC1,NA,NA,0.0472103,0.180257511,0
Plants,Jornada_MW,PLPA,NA,NA,0.008583691,0.014806867,0
Plants,Jornada_MW,PSDL1,NA,NA,0.004291846,1.29E-05,0
Plants,Jornada_MW,PSTA,NA,NA,0.094420601,0.000995708,0
Plants,Jornada_MW,SAKA,0.003712368,0.362799701,0.231759657,0.039866953,0
Plants,Jornada_MW,SCAR,NA,NA,0.021459228,0.004077253,0
Plants,Jornada_MW,SELE,2.68759E+17,-0.04534562,0.051502146,0.274266094,0
Plants,Jornada_MW,SPOR1,NA,NA,0.017167382,0.000596567,0
Plants,Jornada_MW,SPSU,0.01802902,0.625082415,0.060085837,0.005639485,0
Plants,Jornada_MW,SPVEG,0.031346931,-0.1826473,0.25751073,0.137579399,0
Plants,Jornada_MW,STEX,NA,NA,0.004291846,6.01E-05,0
Plants,Jornada_MW,TILA,NA,NA,0.004291846,4.29E-06,0
Plants,Jornada_MW,UKFO1,NA,NA,0.008583691,1.29E-05,0
Plants,Jornada_MW,UKFO5,NA,NA,0.042918455,0.004309013,0
Plants,Jornada_MW,UKGR1,NA,NA,0.004291846,0.001695279,0
Plants,Jornada_MW,UKGS1,NA,NA,0.008583691,0.000579399,0
Plants,Jornada_MW,XANT1,NA,NA,0.012875537,0.085742489,0
Plants,Jornada_MW,XASA,NA,NA,0.030042919,0.000678112,0
Plants,Jornada_MW,XASP,NA,NA,0.004291846,2.15E-05,0
Plants,Jornada_MW,XASP1,0.125924467,-0.294710549,0.060085837,0.169223176,0
Plants,Jornada_PS,AMAR1,NA,NA,0.023972603,0.027687285,0
Plants,Jornada_PS,AMBL,NA,NA,0.020547945,0.056945017,0
Plants,Jornada_PS,AMPA,NA,NA,0.020547945,0.010632302,0
Plants,Jornada_PS,AMPU,NA,NA,0.01369863,0.016037801,0
Plants,Jornada_PS,APRA,0.000654826,2.851385307,0.082191781,2.722250859,0
Plants,Jornada_PS,ASCL1,NA,NA,0.003424658,5.50E-05,0
Plants,Jornada_PS,ASNU,NA,NA,0.010273973,0.01266323,0
Plants,Jornada_PS,ASSU,0.000332915,-0.08930337,0.318493151,1.621353952,0
Plants,Jornada_PS,ASTE1,NA,NA,0.006849315,6.53E-05,0
Plants,Jornada_PS,ASTR1,NA,NA,0.003424658,0.004553265,0
Plants,Jornada_PS,BAMU,NA,NA,0.010273973,0.000587629,0
Plants,Jornada_PS,BAPE,NA,NA,0.003424658,0.000206186,0
Plants,Jornada_PS,CAWR,NA,NA,0.010273973,0.004814433,0
Plants,Jornada_PS,CHIN,0.348381083,0.259037687,0.133561644,0.099752577,0
Plants,Jornada_PS,CIOC,0.01857424,-0.720703128,0.082191781,1.045594502,0
Plants,Jornada_PS,COCA,NA,NA,0.023972603,0.084969072,0
Plants,Jornada_PS,COCO,NA,NA,0.188356164,5.670800687,0
Plants,Jornada_PS,CRAN,NA,NA,0.003424658,8.25E-05,0
Plants,Jornada_PS,CRCR,NA,NA,0.030821918,0.041402062,0
Plants,Jornada_PS,CYES,NA,NA,0.01369863,0.001872852,0
Plants,Jornada_PS,DECO,0.002355571,-0.279806201,0.051369863,0.040395189,0
Plants,Jornada_PS,DEPI,0.00217783,-1.620387869,0.345890411,9.382298969,0
Plants,Jornada_PS,DIWI,NA,NA,0.003424658,0.003969072,0
Plants,Jornada_PS,ERAB,NA,NA,0.006849315,2.75E-05,0
Plants,Jornada_PS,ERAG1,NA,NA,0.003424658,0.00233677,0
Plants,Jornada_PS,ERBE,0.002350362,-6.741533987,0.071917808,1.507993127,0
Plants,Jornada_PS,ERDV,NA,NA,0.051369863,0.437426117,0
Plants,Jornada_PS,ERIG1,NA,NA,0.01369863,0.003405498,0
Plants,Jornada_PS,EUAL,0.003186955,-2.654252091,0.01369863,0.031573883,0
Plants,Jornada_PS,EUGL,NA,NA,0.020547945,0.005037801,0
Plants,Jornada_PS,EUMI,NA,NA,0.006849315,0.002329897,0
Plants,Jornada_PS,EUSE,NA,NA,0.017123288,0.008436426,0
Plants,Jornada_PS,EUSR,NA,NA,0.023972603,0.003814433,0
Plants,Jornada_PS,EUST,NA,NA,0.006849315,0.005975945,0
Plants,Jornada_PS,GAPA,NA,NA,0.037671233,0.387505155,0
Plants,Jornada_PS,GRSQ,0.012776758,-0.242323769,0.23630137,7.973127148,0
Plants,Jornada_PS,HAGR,NA,NA,0.006849315,0.000690722,0
Plants,Jornada_PS,HEAN,NA,NA,0.006849315,0.225872852,0
Plants,Jornada_PS,HECI,0.205546868,0.547704919,0.304794521,29.09512715,0
Plants,Jornada_PS,HIMU,0.288679098,-2.026266245,0.102739726,13.51906873,0
Plants,Jornada_PS,HODR,0.000428211,-1.288880406,0.04109589,0.009934708,0
Plants,Jornada_PS,HOGL,0.003073494,-0.163279293,0.599315069,4.051123711,0.08
Plants,Jornada_PS,HYOD,0.018644512,-1.39655528,0.44520548,89.47925773,0
Plants,Jornada_PS,IPLO,NA,NA,0.006849315,0.000116839,0
Plants,Jornada_PS,IPPU,NA,NA,0.003424658,0.002666667,0
Plants,Jornada_PS,KAHI,NA,NA,0.003424658,0.000824742,0
Plants,Jornada_PS,LEFE,NA,NA,0.003424658,0.000924399,0
Plants,Jornada_PS,LEGO,NA,NA,0.017123288,0.003910653,0
Plants,Jornada_PS,LEVS,NA,NA,0.010273973,0.004969072,0
Plants,Jornada_PS,MAFE,NA,NA,0.034246575,0.014539519,0
Plants,Jornada_PS,NAHI,NA,NA,0.003424658,0.000147766,0
Plants,Jornada_PS,PAOB,0.262201657,-0.480814885,0.606164384,186.9324742,6.632
Plants,Jornada_PS,PAOBS,NA,NA,0.020547945,0.068594502,0
Plants,Jornada_PS,PEPA,NA,NA,0.003424658,4.81E-05,0
Plants,Jornada_PS,PHAC1,NA,NA,0.003424658,0.004515464,0
Plants,Jornada_PS,PHCO,NA,NA,0.01369863,0.005278351,0
Plants,Jornada_PS,PHIN,NA,NA,0.003424658,0.000257732,0
Plants,Jornada_PS,PLMU,0.523637475,-2.101917609,0.174657534,30.37527491,0
Plants,Jornada_PS,PLPA,NA,NA,0.003424658,0.0014811,0
Plants,Jornada_PS,POOL,NA,NA,0.02739726,0.059402062,0
Plants,Jornada_PS,PROB1,NA,NA,0.003424658,7.22E-05,0
Plants,Jornada_PS,PSDL1,NA,NA,0.044520548,0.00175945,0
Plants,Jornada_PS,PSTA,NA,NA,0.003424658,0.001010309,0
Plants,Jornada_PS,SAKA,NA,NA,0.023972603,0.00472165,0
Plants,Jornada_PS,SILE,0.006113731,-0.285830644,0.592465753,12.69046392,0.099
Plants,Jornada_PS,SOEL,0.020792519,-0.110480842,0.301369863,0.347003436,0
Plants,Jornada_PS,SONU,0.047234023,-0.436371364,0.23630137,13.03019588,0
Plants,Jornada_PS,SOOL,NA,NA,0.017123288,0.038996564,0
Plants,Jornada_PS,SPAI,0.468374694,1.446884096,0.321917808,25.96945017,0
Plants,Jornada_PS,SPSA,0.002481043,-0.380800863,0.095890411,1.288364261,0
Plants,Jornada_PS,SPSU,NA,NA,0.010273973,0.000594502,0
Plants,Jornada_PS,TAAN,NA,NA,0.006849315,9.62E-05,0
Plants,Jornada_PS,TALI1,0.000339207,-0.89183636,0.030821918,0.00556701,0
Plants,Jornada_PS,TECO,NA,NA,0.006849315,0.000103093,0
Plants,Jornada_PS,TILA,NA,NA,0.017123288,0.00485567,0
Plants,Jornada_PS,UKFO1,NA,NA,0.037671233,0.010512028,0
Plants,Jornada_PS,UKFO2,NA,NA,0.003424658,0.000601375,0
Plants,Jornada_PS,UKFO4,NA,NA,0.003424658,1.03E-05,0
Plants,Jornada_PS,UKFO5,NA,NA,0.003424658,0.006408935,0
Plants,Jornada_PS,VEBR,NA,NA,0.003424658,0.007604811,0
Plants,Jornada_PS,VEEN,0.071476816,1.054900784,0.065068493,0.290213058,0
Plants,Jornada_PS,VERB1,NA,NA,0.003424658,6.87E-05,0
Plants,Jornada_PS,VEWR,NA,NA,0.006849315,0.000223368,0
Plants,Jornada_PS,VUOC,NA,NA,0.006849315,0.119034364,0
Plants,Jornada_PW,APRA,16.07843241,-0.281453864,0.110132159,0.150105991,0
Plants,Jornada_PW,ASNU,NA,NA,0.030837004,0.002230415,0
Plants,Jornada_PW,ASTE,NA,NA,0.008810573,0.000138249,0
Plants,Jornada_PW,ASTR1,NA,NA,0.004405286,1.38E-05,0
Plants,Jornada_PW,BAMU,NA,NA,0.008810573,9.22E-06,0
Plants,Jornada_PW,CHIN,NA,NA,0.026431718,0.00256682,0
Plants,Jornada_PW,CIOC,NA,NA,0.030837004,0.037986175,0
Plants,Jornada_PW,COCA,NA,NA,0.013215859,0.001207373,0
Plants,Jornada_PW,COCO,0.026707717,-0.036103537,0.154185022,0.045119816,0
Plants,Jornada_PW,CRCR,NA,NA,0.008810573,0.006940092,0
Plants,Jornada_PW,CRMI,NA,NA,0.004405286,9.22E-06,0
Plants,Jornada_PW,CRYP1,0.019508824,1.366750688,0.074889868,0.003451613,0
Plants,Jornada_PW,DEPI,2.240051272,-0.371129559,0.665198238,2.591290323,0.043
Plants,Jornada_PW,DIWI,NA,NA,0.008810573,0.000470046,0
Plants,Jornada_PW,ERAB,NA,NA,0.013215859,8.29E-05,0
Plants,Jornada_PW,ERBE,NA,NA,0.022026432,0.000714286,0
Plants,Jornada_PW,GAPA,NA,NA,0.013215859,0.000691244,0
Plants,Jornada_PW,GRSQ,3.708388761,-0.080516827,0.202643172,0.108488479,0
Plants,Jornada_PW,GSDL1,NA,NA,0.022026432,0.000419355,0
Plants,Jornada_PW,HECI,0.000138106,-0.090248413,0.13215859,0.058129032,0
Plants,Jornada_PW,HIMU,0.641145155,-5.365067282,0.110132159,7.76935023,0
Plants,Jornada_PW,HODR,NA,NA,0.004405286,4.61E-06,0
Plants,Jornada_PW,HOGL,NA,NA,0.026431718,0.001096774,0
Plants,Jornada_PW,HYOD,0.198600867,-0.804482278,0.440528634,5.873138249,0
Plants,Jornada_PW,LEGO,NA,NA,0.052863436,0.000612903,0
Plants,Jornada_PW,LESQ1,NA,NA,0.008810573,0.000990783,0
Plants,Jornada_PW,LEVI,NA,NA,0.013215859,7.83E-05,0
Plants,Jornada_PW,MAFE,0.029411765,2.972298132,0.083700441,0.058493088,0
Plants,Jornada_PW,NAHI,NA,NA,0.013215859,6.91E-05,0
Plants,Jornada_PW,OENO1,NA,NA,0.004405286,5.07E-05,0
Plants,Jornada_PW,OEPR,NA,NA,0.008810573,0.000571429,0
Plants,Jornada_PW,PAOB,NA,NA,0.008810573,0.071013825,0
Plants,Jornada_PW,PHAC1,NA,NA,0.017621145,0.006497696,0
Plants,Jornada_PW,PHCO,NA,NA,0.017621145,0.004138249,0
Plants,Jornada_PW,PLMU,0.130151496,-2.277351278,0.118942731,1.079792627,0
Plants,Jornada_PW,PLPA,NA,NA,0.013215859,0.009935484,0
Plants,Jornada_PW,PSDL1,0.00615572,-0.431634835,0.281938326,0.01243318,0
Plants,Jornada_PW,SCAR,NA,NA,0.013215859,0.012631336,0
Plants,Jornada_PW,SIIR,NA,NA,0.004405286,0.000221198,0
Plants,Jornada_PW,SILE,0.026944722,0.077053018,0.0969163,0.000631336,0
Plants,Jornada_PW,SOOL,NA,NA,0.026431718,0.007400922,0
Plants,Jornada_PW,SPAI,0.70584109,0.334013509,0.303964758,3.479110599,0
Plants,Jornada_PW,SPSA,NA,NA,0.004405286,9.22E-06,0
Plants,Jornada_PW,STEX,NA,NA,0.004405286,1.38E-05,0
Plants,Jornada_PW,TAAN,NA,NA,0.026431718,0.00043318,0
Plants,Jornada_PW,UKFO.,NA,NA,0.004405286,0.000336406,0
Plants,Jornada_PW,UKFO1,NA,NA,0.022026432,0.000456221,0
Plants,Jornada_PW,UKFO2,NA,NA,0.039647577,0.006917051,0
Plants,Jornada_PW,UKFO3,NA,NA,0.017621145,0.005004608,0
Plants,Jornada_PW,UKFO4,NA,NA,0.008810573,0.000520737,0
Plants,Jornada_PW,UKFO5,NA,NA,0.008810573,0.00018894,0
Plants,Jornada_PW,UKFO8,NA,NA,0.004405286,2.76E-05,0
Plants,Jornada_PW,VUOC,NA,NA,0.004405286,0.020612903,0
Plants,Jornada_TS,ALIN,NA,NA,0.003401361,0.001962069,0
Plants,Jornada_TS,ALLI1,NA,NA,0.003401361,4.48E-05,0
Plants,Jornada_TS,AMCH,0.000395561,-1.236387861,0.12244898,0.074396552,0
Plants,Jornada_TS,APRA,NA,NA,0.034013605,0.827810345,0
Plants,Jornada_TS,ARGL,NA,NA,0.006802721,0.555593103,0
Plants,Jornada_TS,ARIS1,0.084280886,0.088473456,0.06462585,0.959131035,0
Plants,Jornada_TS,ARLO,NA,NA,0.010204082,0.035941379,0
Plants,Jornada_TS,ARNE,NA,NA,0.010204082,0.107437931,0
Plants,Jornada_TS,ARPU,NA,NA,0.010204082,0.254717241,0
Plants,Jornada_TS,ARWR,6.45E-67,0.007459417,0.023809524,1.821334483,0
Plants,Jornada_TS,ASAL,NA,NA,0.027210884,1.251634483,0
Plants,Jornada_TS,ASMO,NA,NA,0.044217687,0.311324138,0
Plants,Jornada_TS,ASNU,0.382329218,0.811574065,0.098639456,0.223396552,0
Plants,Jornada_TS,ASTE,NA,NA,0.023809524,0.06672069,0
Plants,Jornada_TS,ASTR1,NA,NA,0.030612245,0.013648276,0
Plants,Jornada_TS,ASWO,NA,NA,0.006802721,0.000103448,0
Plants,Jornada_TS,BAAB,0.000320444,-1.184568835,0.085034014,0.053496552,0
Plants,Jornada_TS,BAPE,NA,NA,0.003401361,0.001206897,0
Plants,Jornada_TS,BOER,1.73634667,-0.092575494,0.146258503,5.793506897,0
Plants,Jornada_TS,CAWR,NA,NA,0.010204082,0.006441379,0
Plants,Jornada_TS,CHCO,NA,NA,0.027210884,0.015034483,0
Plants,Jornada_TS,CHIN,NA,NA,0.030612245,0.000558621,0
Plants,Jornada_TS,COCO,7.91E-31,0.07872707,0.071428571,2.29737931,0
Plants,Jornada_TS,CRAN,NA,NA,0.006802721,0.003910345,0
Plants,Jornada_TS,CRBA,NA,NA,0.006802721,0.010386207,0
Plants,Jornada_TS,CRCR,NA,NA,0.013605442,0.023368966,0
Plants,Jornada_TS,CRMI,NA,NA,0.003401361,0.00072069,0
Plants,Jornada_TS,CRPO,8.59E-05,0.654595376,0.013605442,0.000944828,0
Plants,Jornada_TS,CRYP1,NA,NA,0.006802721,0.000193103,0
Plants,Jornada_TS,CRYP2,NA,NA,0.003401361,0.004789655,0
Plants,Jornada_TS,DAPU,0.016423727,-0.629864755,0.054421769,0.173986207,0
Plants,Jornada_TS,DEPI,0.00052047,0.452006657,0.197278912,1.574596552,0
Plants,Jornada_TS,DYPE,NA,NA,0.003401361,0.000455172,0
Plants,Jornada_TS,ERAB,0.00013742,-1.298417706,0.112244898,0.004275862,0
Plants,Jornada_TS,ERBE,NA,NA,0.023809524,0.069534483,0
Plants,Jornada_TS,ERDI,NA,NA,0.003401361,0.000289655,0
Plants,Jornada_TS,ERDV,NA,NA,0.010204082,0.025458621,0
Plants,Jornada_TS,ERPU,0.016634826,-1.002052236,0.068027211,0.403672414,0
Plants,Jornada_TS,ERRO,0.014703799,-1.155545925,0.12244898,0.569858621,0
Plants,Jornada_TS,ERTE,NA,NA,0.017006803,0.397410345,0
Plants,Jornada_TS,ERTR,0.066758648,-0.715961159,0.190476191,3.566855172,0
Plants,Jornada_TS,EUSE,NA,NA,0.010204082,0.000148276,0
Plants,Jornada_TS,EUST,NA,NA,0.003401361,0.000168966,0
Plants,Jornada_TS,EVNU,NA,NA,0.006802721,0.007931035,0
Plants,Jornada_TS,HAGR,NA,NA,0.006802721,0.007296552,0
Plants,Jornada_TS,HIMU,0.160562933,-0.244351552,0.132653061,5.965517241,0
Plants,Jornada_TS,HODR,0.000201649,-3.639285657,0.054421769,0.01967931,0
Plants,Jornada_TS,HOFF1,NA,NA,0.003401361,3.45E-06,0
Plants,Jornada_TS,HOGL,0.003785489,-0.698727616,0.285714286,0.808072414,0
Plants,Jornada_TS,HYVE,NA,NA,0.006802721,0.009634483,0
Plants,Jornada_TS,LEER,NA,NA,0.003401361,0.003862069,0
Plants,Jornada_TS,LEFE,0.001434727,-1.058746672,0.074829932,0.546017241,0
Plants,Jornada_TS,LEGO,0.001921613,-2.15285651,0.105442177,0.237913793,0
Plants,Jornada_TS,LELA,0.00946036,-1.260341444,0.156462585,11.7336069,0
Plants,Jornada_TS,LESQ1,NA,NA,0.034013605,0.0072,0
Plants,Jornada_TS,LEVI,NA,NA,0.020408163,0.05572069,0
Plants,Jornada_TS,LUCO,NA,NA,0.003401361,0.625327586,0
Plants,Jornada_TS,MAFE,NA,NA,0.027210884,0.006734483,0
Plants,Jornada_TS,MAPI,NA,NA,0.006802721,0.002013793,0
Plants,Jornada_TS,MATA,NA,NA,0.003401361,0.02222069,0
Plants,Jornada_TS,MELE,NA,NA,0.003401361,0.002362069,0
Plants,Jornada_TS,MENT1,NA,NA,0.003401361,6.55E-05,0
Plants,Jornada_TS,MUAR,0.007224524,-0.56629153,0.646258503,1.836062069,0.217
Plants,Jornada_TS,MUPO,0.476470664,-0.153725607,0.761904762,47.588,23.386
Plants,Jornada_TS,NAHI,NA,NA,0.017006803,0.006817241,0
Plants,Jornada_TS,OENO1,NA,NA,0.003401361,0.000675862,0
Plants,Jornada_TS,PAHA,0.60200976,-0.110519963,0.030612245,0.185051724,0
Plants,Jornada_TS,PAHI,NA,NA,0.003401361,0.001148276,0
Plants,Jornada_TS,PENA,0.007694335,-0.841668451,0.707482993,1.862572414,0.4715
Plants,Jornada_TS,PHAC1,NA,NA,0.074829932,1.326324138,0
Plants,Jornada_TS,PHCO,NA,NA,0.030612245,0.064193103,0
Plants,Jornada_TS,PHIN,NA,NA,0.034013605,0.148058621,0
Plants,Jornada_TS,PHPO,0.075368859,-0.851927231,0.030612245,2.445462069,0
Plants,Jornada_TS,PLMU,0.082311865,-0.609164867,0.268707483,7.304668966,0
Plants,Jornada_TS,PLPA,NA,NA,0.003401361,0.002975862,0
Plants,Jornada_TS,RANE,NA,NA,0.003401361,0.021517241,0
Plants,Jornada_TS,SAKA,NA,NA,0.047619048,0.045448276,0
Plants,Jornada_TS,SCBR,0.112527106,-0.616963723,0.911564626,28.85494828,18.8255
Plants,Jornada_TS,SELO,NA,NA,0.006802721,0.007865517,0
Plants,Jornada_TS,SIPH,0.000196518,-0.790923807,0.06462585,0.025206897,0
Plants,Jornada_TS,SOEL,0.00144488,-1.272798655,0.170068027,0.49362069,0
Plants,Jornada_TS,SPAI,0.018806266,-2.210129893,0.071428571,0.285306897,0
Plants,Jornada_TS,SPAN,NA,NA,0.013605442,0.057096552,0
Plants,Jornada_TS,SPOR1,0.000791303,-15.99656121,0.037414966,0.01337931,0
Plants,Jornada_TS,SPSU,0.006371267,-1.004974174,0.551020408,3.716968966,0.0295
Plants,Jornada_TS,SPVEG,0.010243897,-4.435783819,0.023809524,0.0387,0
Plants,Jornada_TS,STAR,NA,NA,0.030612245,0.064913793,0
Plants,Jornada_TS,STEX,NA,NA,0.003401361,0.005462069,0
Plants,Jornada_TS,TAAN,0.000387929,-0.900927616,0.210884354,0.02487931,0
Plants,Jornada_TS,TAAU,NA,NA,0.003401361,0.011231035,0
Plants,Jornada_TS,TALI1,0.002654538,-0.487761173,0.24829932,0.087886207,0
Plants,Jornada_TS,TECO,NA,NA,0.017006803,0.00147931,0
Plants,Jornada_TS,TSDL1,NA,NA,0.013605442,0.000165517,0
Plants,Jornada_TS,UKFO1,NA,NA,0.003401361,0.000162069,0
Plants,Jornada_TS,UKFO5,NA,NA,0.003401361,0.00012069,0
Plants,Jornada_TS,UKFO6,NA,NA,0.003401361,0.002896552,0
Plants,Jornada_TS,VEWR,0.007798765,-3.589748361,0.081632653,5.002110345,0
Plants,Jornada_TS,VUOC,NA,NA,0.003401361,0.000862069,0
Plants,Jornada_TS,XASP,NA,NA,0.003401361,0.002151724,0
Plants,Jornada_TW,APRA,NA,NA,0.058608059,0.057195572,0
Plants,Jornada_TW,ARGL,NA,NA,0.003663004,0.00104059,0
Plants,Jornada_TW,ARIS1,1.88E-10,0.091793848,0.04029304,0.025523985,0
Plants,Jornada_TW,ARNE,NA,NA,0.007326007,0.002214022,0
Plants,Jornada_TW,ARWR,0.082001427,-0.343054093,0.051282051,0.389199262,0
Plants,Jornada_TW,ASAL,NA,NA,0.029304029,0.191476015,0
Plants,Jornada_TW,ASMO,0.006880342,-1.944919552,0.047619048,0.088531365,0
Plants,Jornada_TW,ASNU,0.04376804,-0.717614246,0.205128205,0.037483395,0
Plants,Jornada_TW,ASTE,NA,NA,0.054945055,0.02801476,0
Plants,Jornada_TW,ASTR1,NA,NA,0.073260073,0.002154982,0
Plants,Jornada_TW,BAAB,NA,NA,0.003663004,3.69E-06,0
Plants,Jornada_TW,BOER,0.430839669,-0.171584892,0.146520147,3.888191882,0
Plants,Jornada_TW,CAWR,NA,NA,0.007326007,0.010335793,0
Plants,Jornada_TW,CHIN,NA,NA,0.014652015,1.48E-05,0
Plants,Jornada_TW,CHST,NA,NA,0.003663004,0.001476015,0
Plants,Jornada_TW,COCO,NA,NA,0.043956044,0.180339483,0
Plants,Jornada_TW,CRAN,NA,NA,0.003663004,7.38E-06,0
Plants,Jornada_TW,CRPT,NA,NA,0.003663004,0.00802214,0
Plants,Jornada_TW,CRYP1,0.00014833,-0.381748175,0.06959707,0.001284133,0
Plants,Jornada_TW,DAPU,3.42E-05,-1.075094201,0.032967033,0.000295203,0
Plants,Jornada_TW,DECO,NA,NA,0.003663004,0.000154982,0
Plants,Jornada_TW,DEPI,0.969342372,-0.344315119,0.413919414,0.299686347,0
Plants,Jornada_TW,DIWI,NA,NA,0.003663004,6.64E-05,0
Plants,Jornada_TW,ERAB,NA,NA,0.054945055,0.000424354,0
Plants,Jornada_TW,ERDI,NA,NA,0.003663004,3.69E-05,0
Plants,Jornada_TW,ERIO1,NA,NA,0.007326007,3.32E-05,0
Plants,Jornada_TW,ERPU,0.007516142,-0.203565008,0.051282051,0.008324723,0
Plants,Jornada_TW,ERRO,NA,NA,0.036630037,0.000601476,0
Plants,Jornada_TW,ERTE,NA,NA,0.021978022,0.083656827,0
Plants,Jornada_TW,ERTR,0.08768407,-0.163374649,0.142857143,0.003428044,0
Plants,Jornada_TW,GILI1,NA,NA,0.003663004,7.75E-05,0
Plants,Jornada_TW,GSDL1,NA,NA,0.003663004,1.85E-05,0
Plants,Jornada_TW,HAGR,NA,NA,0.010989011,0.000509225,0
Plants,Jornada_TW,HIMU,0.493960087,-0.660779496,0.135531136,5.249922509,0
Plants,Jornada_TW,HODR,NA,NA,0.010989011,0.000280443,0
Plants,Jornada_TW,HOGL,NA,NA,0.058608059,0.004608856,0
Plants,Jornada_TW,LEER,NA,NA,0.003663004,0.002066421,0
Plants,Jornada_TW,LEFE,0.061114989,1.660002146,0.047619048,0.016900369,0
Plants,Jornada_TW,LEGO,0.000477441,-0.210536296,0.135531136,0.115059041,0
Plants,Jornada_TW,LELA,0.01002679,-0.289766275,0.190476191,0.930512915,0
Plants,Jornada_TW,LEPI1,NA,NA,0.058608059,0.123372694,0
Plants,Jornada_TW,LESQ1,NA,NA,0.051282051,0.002372694,0
Plants,Jornada_TW,LEVI,NA,NA,0.062271062,0.042476015,0
Plants,Jornada_TW,LIBI,NA,NA,0.003663004,2.21E-05,0
Plants,Jornada_TW,MAFE,0.050023308,-2.956191175,0.043956044,0.019819188,0
Plants,Jornada_TW,MAPI,NA,NA,0.007326007,0.000151292,0
Plants,Jornada_TW,MELE,NA,NA,0.003663004,0.002324723,0
Plants,Jornada_TW,MILI,NA,NA,0.003663004,0.01301476,0
Plants,Jornada_TW,MUAR,0.002385501,-0.360164672,0.421245421,0.125317343,0
