Year	site	total	ALIN	ALLI1	AMAR1	AMCH	AMFI	APRA	ARAD	ARGL	ARHA	ARIS1	ARLO	ARNE	ARPA	ARPE	ARPU	ARPU1	ARTE	ARTE1	ARWR	ASCR	ASNU	ASSU	ASTE	ASTE1	ASTE2	ASTR1	BAAB	BABI	BAMU	BAPE	BOAR	BOCU	BOER	BOER1	BOSP	BOTO	BRAS1	CABA	CACH	CAJA	CAWR	CHCO	CHIN	CHST	COCO	CRAN	CRCR	CRMI	CRPO	CRPT	CRYP1	DAPU	DECO	DEPI	DEVI	DICA	DIWI	ERAB	ERAN	ERBE	ERCA	ERDI	ERDV	ERIG1	ERLE	ERPU	ERRO	ERTE	ERTR	ESME	EUAL	EUDE	EUGL	EUMI	EUPH1	EUSE	EUSR	EVNU	GAPI	GIFL	GILI1	GSDL1	HAGR	HEAN	HECI	HELI1	HEPE	HODR	HOGL	HYFL	HYOD	HYVE	IVAM	KALL1	KRAM1	LARE	LEER	LEFE	LEGO	LELA	LEPI1	LESQ1	LEVI	LIBI	LIVE	LONE	LUCO	MAFE	MAPI	MATA	MEAL	MELE	MENT1	MEPU	MILI	MOCE	MUAR	MUPO	NAHI	NYCT1	OEAL	OENO1	OEPR	PAHA	PENA	PEPA	PHAC1	PHCO	PHIN	PLPA	PSTA	RANE	SACY	SAHA	SAKA	SCAR	SCBR	SELE	SELO	SOEL	SPCC	SPHA1	SPIN	SPOR1	SPSU	SPVEG	STAR	STEP1	STEX	STPA	TAAN	TAAU	TALI1	TECO	TILA	TOAN	UKFO1	UKFO2	UKFO3	UKGR1	UKGS1	VEEN	VEWR	VUOC	XASA	XASP	XATE
2004	IBPE1	48.899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.837	0	0	0	0	0.035	0	0	0	0	0.025	0	0	0.081	3.012	0	0.047	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	1.565	0	0	0	0	0	0	0	3.136	0.952	0	0	0	0	0	0	0	0	0	0	0	0
2005	IBPE1	261.251	0	0	0	0	0	46.389	0	0	0	0.056	0	0	0	0	0	0	0	0	0	0	7.753	0	0	0	0	0	0	0	0.12	0	0	0	11.07	0	0	0	0	0.058	0	0	0	0	0	0	0	8.517	36.897	0.393	0.198	0	0	0	0	36.176	0	0	6.929	0.133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.259	0	0	0	0	0	0	0	0	0	0	0	0	7.642	79.638	0	0	0	0	0	0	0	0	0	0	1.294	0.588	0	0	0	0.038	0.6	0	0	0	0	0	0	0	3.566	0	0	0	0	12.929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	IBPE1	23.355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	IBPE1	660.953	0	0	0	0	0	284.325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.928	0	0	0	0	0	0	0	0.098	0	0	0	39.898	0	0	0	0	5.078	0	0	0	0	0	0	0	0.008	0.753	0	1.329	0	0	0.165	0	0.192	0	0	146.6	0	0	0.079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143.697	0	0	0	0	0	0	0	0	0	0.747	3.45	1.03	0	0	0	0	0.18	0	0	0	0	0	0	0	3.989	0	25.349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058	0	0	0	0	0	0
2008	IBPE1	82.486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.919	0	0	0	0	0.262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	IBPE2	141.997	0	0	0	0	0	0	0	0	0	0	11.656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.232	0	0	0	0	64.027	0	0.003	0	0	1.836	0	0	0	0	0	0	0	0.121	0	0	0	0	0	0	0	0	0	0	1.905	0	0	0.021	0	0	0	0	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104	0	0	0	0	0.145	0	0	0	0	0	5.461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	IBPE2	165.848	0.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.409	0	0	0	0	0	0	0	0	0	0	0	0	0	126.574	0	0	0	0	0.119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.413	0	0	0	0	0	0	0	0	0.062	0	0	0	0	0	13.308	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0
1991	IBPE2	192.432	0	0	0	0	0	20.543	0	0	0	0	0	0	0	0	0	0	0	0	18.316	0	0	0	0	0	0	0	0	0	0.206	0	0	0	116.449	0	0	0	0	0	0	0	0	0	0.064	0	0	0.794	15.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.069	0	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0.893	0	0	0	0.214	0	0	0	0.167	0.002	0	0	0	0	0	14.5	0	0	0	1	0	0	0	0	0	0	0	1.748	0	0	0	0	0	0	0	0	0
1992	IBPE2	633.209	0.759	0	0	0	0	10.518	0	0	0.915	0	0	0	0	0	0	0	0	0	27.71	0	0	0	0	0	0	0	0	0	0	0	0	0	229.072	0	0	0	0	0.525	0	0	0	0	0	0	0	0.567	0.753	0	0	0	0	0	0	0	0	0	52.257	0	0	0	0	0	0.081	0	0	2.303	0	0	0	0	0.158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.452	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0	0	0	0	158.454	0	0	0	0.57	0	0	0	0	4.48	0	0	0	0	0.114	140.207	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0
1993	IBPE2	319.196	0.379	0	0	0	0	31.024	0	4.371	0	1.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272	0	0	0	136.873	0	0	0	0	0.19	0	0	0	0	0	0	0	20.716	0.753	0	0	0	0	0	0	0.691	0	0	0.899	0	0	0	0	0	0	0	0	0.253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.872	0	0	0	0	0	0	0	0	0	0	0	87.684	0	0	0	0.222	0	0	0	0	0	0	0	0	4.048	0	21.827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0
1994	IBPE2	177.85	0	0	0	0	0	0	0	0	0	6.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.331	0	0	0	0	0	0	0	0	0	0.029	0	0	29.593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	IBPE2	442.068	0	0	0	0	0	2.52	0	0	0	0	0	1.734	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0.014	0	0	0	28.054	0	0	0	0	0	0	0	0	0	0.065	0	0	0	363.699	0	0	0	0	0	0	39.157	0	0	2.342	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.318	0	0	0	0	0	0	0	0.163	0	0	0	0	0	0	0	0	0	0	0.028	0	0.049	0	0	0	0	0	0	0	0	0	0.34	0	0	0	0.086	0	0	0	0	0.008	0.463	0	0	0.565	0	0	0	0	2.392	0	0	0	0	0	0	0.021	0	0	0	0	0	0	0	0	0	0	0
1996	IBPE2	56.047	0	0	0	0	0	0	0	0	0	0.817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.133	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079	0	0	0	0	0	0	0	0	0	0.063	0	0	0.279	0	0.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	IBPE2	96.89	0	0	0	0	0	3.412	0	0	0	2.719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.699	0	0	0	0	0.033	0	0	0	0	0.085	0	0	18.404	0	0	0	0	0	0.006	0	0	0	0	0.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.997	0	0	0	0	0	0	0	0	0	0	0	0	0.026	0	6.256	0	0	1.201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	IBPE2	71.041	0.095	0	0	0	0	0	0	0	0	0.416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.652	0	0	0	0	2.13	0	0	0	0	0.021	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.398	0	0	0	0	0	0.772	0	0	0	0	0	0	2.304	0	17.088	0	0	0	0	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0
1999	IBPE2	47.474	0	0	0	0	0	0.582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	17.085	0	0	0	0	0.721	0	0	0	0	0	0	0	0	26.355	0	0	0	0	0	0	1.221	0	0	0.813	0.068	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.538	0	0	0	0	0	0	0	0	0	0	0	0.072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	IBPE2	17.873	0	0	0	0	0	0.006	0	0	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.577	0.006	0	0	0	1.58	0	0	0	0	0	0	0	0.002	4.518	0	0	0	0	0	0.046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	IBPE2	191.062	0	0	0	0	0	13.898	0	0	0	0.694	0	0	0	0	1.249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.159	0.006	0	0	0	1.953	0	0	0	0	0	0	0	0	0	0.401	0	0	79.21	0	0.042	46.752	0	0	6.087	0.874	0.769	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022	0	0	0.163	0	0	0	0	0.006	0	0	0	0	0	2.738	0	0	0	0	0	0	0	0	0	0	0.431	0.059	0	0	0	0	0	0	0	0	0	0	0	0	11.044	0	3.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	IBPE2	68.069	0	0	0	0	0	0.32	0	0	0	1.422	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083	0	0	0	0	0	0	0	0	49.141	0	0	0	0	1.172	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0.035	0.011	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	4.5	0	11.348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	IBPE2	435.521	0	0	0	0	0	0.771	0	0	0	2.706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101.024	0	0	0	0	0.02	0	0	0	0	0	0	0	0	294.423	0.565	0	0	0.088	0.006	0.004	18.887	0	0	0.622	0.134	0.073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	IBPE2	80.754	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.509	0	0	0	0	0.023	0	0.083	0	0	0.021	0	0	0.008	0	0.007	0	0	0.001	0	0	0	0	0	0	0	0	0.038	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0.656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.587	0	0	0	0	0	1	0	0	0.433	0	0.099	0	0	0	0	0	0	0	0	0	0	0	0
2005	IBPE2	309.68	0	0	0	0	0	86.907	0	0	0	0	0	0	0	0	14.673	0	0	0	0	0	3.181	0	0	0	4.439	0	0	0	0	0	0	0	7.787	0	0	0	0	0.197	0	0	0	0	0	0	0	29.052	13.554	0.92	0	0	0	0	0.436	11.85	0	0	20.267	0.331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.156	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0	0	0	0	0	0	0	0	0	0	20.391	0	0	0	0	6.267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	IBPE2	11.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	IBPE2	444.019	0	0	0	0	0	239.606	0	0	0	0	0	4.44	0	0	1.908	0	0	0	0	0	4.665	0	0	0	0	0	0	0	0	0	0	0	26.709	0	0	0	0	1.942	0	0.208	0	0	0	0	0	0	0	0.025	0	0	0	0	3.375	37.484	0	0	60.678	0.007	0	0.196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.329	0	0	0	0	0	0	0	0	0	0	2.588	0	0	0	0	0	0	0	0	0	0	0	0	0.207	1.396	0.2	35.806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	IBPE2	83.215	0	0	0	0	0	0	0	0	0	0.611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.127	0	0	0	0	0.052	0	0.062	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017	1.048	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	IBPE3	434.024	0	0	0	0	0	0	0	0	0	0	92.315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.116	0.012	0	0	0	81.919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082	0	0	0.013	0	0	0	0	0	0.266	0	0	0	0	0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.348	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	IBPE3	178.261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.261	0	0	0	0	0	0	0	0	0	0	0	0	0	80.501	0	0	0	0	0.118	0	0	0	0	0.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.071	0	0	0	0	0	0	0	0	0.649	0	0	0	0	0.386	33.766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	IBPE3	227.885	0	0	0	0	0	9.842	0	0	0	0	0	0	0	0	0	0	0	0	30.18	0	0	0	0	0	0	0	0	0	0.095	0	0	0	110.539	0	0	0	0	0	0	0	0	0	0.021	0	0	0.945	12.801	0	0	0	0	0	0	0.03	0	0	3.935	0.033	0	0	0	0	0	0	0	0.354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.382	0	0	0	0	0	0	0	0.019	0.012	0.583	0	0	0	0	55.11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	IBPE3	405.052	0	0	0	0	0	12.696	0	0	0	0	0	0	0	0	0	0	0	0	22.222	0	0	0	0	0	0	0	0.593	0	2.277	0	0	0	199.338	0	0	0	0	0.164	0	0	0	0	0.119	0	0	0.988	5.271	0	0	0	0	0	0	0	0	0	7.424	0	0	0	0	0	0.033	0	0	0	0	0	0	0	0.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.657	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147	0	0	0	0	19.124	0	0	0	6.416	0	0	0	0	2.317	0	0	0	0	13.276	98.199	0	0	5.27	0	0	1.086	0	0	1.418	0	0	0	0	0	0	0	0	0	0	0	0
1993	IBPE3	300.742	0	0	0	0	0	31.037	0	16.463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.525	0	0	0	155.571	0	0	0	0	0.052	0	0	0	0	0	0	0	8.208	34.638	0.025	0	0	0	0	0	0	0	0	0.486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108	0	0	0	0	0	0	0	0.041	0	0.891	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.709	0	0	0	0	0	0	0	0	0	0	0	19.962	0	0	0	0.333	0	0	0	0	0.062	0	0	0	19.353	5.814	0	0	0	1.611	0	0	0	0	0	0	0	0.229	0	0	0	0	0	0	0	0.024	0	0
1994	IBPE3	212.022	0	0	0	0	0	0	0	0	0	5.536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.614	0.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	IBPE3	486.617	0	0	0	0	0	6.305	0	0	0	0.139	0	4.745	0	0	0	0	0	0	0	0	0.265	0	0	0	0	0.066	0	0	0.098	0	0	0	56.795	0	0	0	0	0	0	0	0	0	0.09	0	0	0	383.277	0	0	0	0	0	0	28.651	0	0	0.3	0	0.606	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.354	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267	0	0	0	0	0	0	0	0	0	0	0	0	0.562	1.453	0	0	0	2.599	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	IBPE3	59.32	0	0	0	0	0	0	0	0	0	0.513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.946	0	0	0	0	0.034	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0.005	0.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0.003	0	0	0	0	0.001	0	0	0	0.67	0.054	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	IBPE3	71.798	0.047	0	0	0	0	3.325	0	0	0	0	0	0.555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.379	0	0	0	0	0.314	0	0.008	0	0	0.125	0	0	9.683	0	0	0.117	0	0	0	0.509	0	0	0	0.386	0	2.241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163	0	0	0	5.727	0	0	0	0	0	0	0	0	0.074	1.441	3.513	0	0	2.007	0	0.023	0	0	0	0	0	0.193	0	0	0	0	0	0	0	0	0	0
1998	IBPE3	103.58	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.87	0	0	0	0	2.458	0	0.79	0	0	0	0	0	0.051	0	0	0.53	0	0	0.183	0.81	0	0	0	0	0.252	0.503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108	0	0	0	0	0	0	0	0	0.031	0	0	0	0.522	0.854	2.522	0	0	0	0	0	0	0	0	0	0.083	0	0	0	0	0	0	0	0	0	0	0
