Year	site	total	APRA	ARGL	ARHA	ARIS1	ARLO	ARNE	ARPA	ARPU	ARTE	ARWR	ASNU	ASTE	ASTE1	ASTR1	ASWO	BAAB	BAMU	BOCU	BOER	CABA	CACH	CAWR	CHCO	CHIN	CHST	COCO	CRAN	CRCR	CRMI	CRPT	CRYP1	DAPU	DAWR	DEPI	DIWI	DRCU	ENDE	ERAB	ERAN	ERDI	ERIA1	ERIO1	ERLE	ERPU	ERRO	ERTE	ERTR	ESME	EUAL	EUMC	EVNU	GAPI	GIFL	GILI1	GILI2	GSDL1	HAGR	HODR	HYFL	IPLO	IVAM	LARE	LEER	LEFE	LEGO	LELA	LEPI1	LESQ1	LEVI	LIBI	LIVE	LONE	LUCO	MAFE	MAPI	MEAL	MENT1	MEPU	MILI	MUAR	MUPO	NAHI	OEAL	OENA1	OENO1	OEPR	PAIN	PENA	PHAC1	PHCO	PLMU	PLPA	POPA	PSDL1	PSTA	RANE	SAKA	SCAR	SCBR	SELE	SELO	SOOL	SPCC	SPHA1	SPIN	SPOR1	SPSA	SPSU	SPVEG	STEX	STPA	TOAN	UKFO1	UKFO2	UKGR1	UKGS1	VEWR	VUOC	XASA
2008	IBPE4	132.766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.73	0	0	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	SUMM	528.171	0	0	0	0	0.519	0	0	0	0	0	0	0	0	0	0	0	0	0	527.647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	SUMM	151.691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	SUMM	196.294	0	0	0	0	0.128	0	0	0	0	0	0	0	0	0	0	0	0	0	195.752	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0.065	0	0	0	0	0	0	0	0.344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	SUMM	306.508	0	0	0	0	0	0	0	0	0	0.211	0	0	0	0	0	0	0	0	301.252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0.167	0	0	0	0	0	0	0	2.345	0.353	0	0	0	0	0	0	0	0	0	0	0	0.649	0	0	1.084	0.446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	SUMM	234.159	0	0.136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	SUMM	228.454	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	187.009	0	0	1.401	0	0	0.04	0	0	8.283	0.015	0	0	0	0	0.046	0	0	0	0	0	0.076	0	0	0	0	0	0	0	18.267	0	0	0	0	0	0	0	0.097	0.674	0	0	0	0	0	0	0	0	0.253	0	0	2.214	0.013	0	0.029	2.54	0.326	0	0	0	0	0	0	0	0	0	0	0	0.149	0	0	0	0	0	6.038	0	0	0	0	0.562	0	0	0	0.028	0	0	0	0	0	0	0	0	0	0	0	0.174	0	0	0	0	0	0
1996	SUMM	169.213	0	0	0	0.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167.894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267	0	0	0	0	0.819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	0	0	0	0	0	0
1997	SUMM	256.453	0	0	0	0.165	0	0	0	0	0	0	0	0	0	0.053	0	0	0	0	256.1	0	0	0	0	0	0	0	0	0	0	0	0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0.069	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	SUMM	490.954	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	476.652	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	5.123	0	0	0	0	0	0.01	0	0.009	0.003	0	0	0	0	0	0	0	0	0.002	0	0	0.074	0	0	0	0.158	0.814	0	0	0	0	1.085	0	0	0	0	0	0	0	0	0	0	0	0	6.037	0.009	0	0	0	0.252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	SUMM	361.716	0	0	0	0.519	0	0	0	0	0	0	0.027	0	0	0	0	0	0	0	266.884	0	1.397	3.267	0	0	1.531	0	0	0	0.481	0	0	0	0	0.012	0	0	0	0.021	0	0.496	0	0	0	0	0	0	0	36.753	0	0	0	0	0.204	0	0	0.079	0.315	0	0	0	0.062	0	0	0	0	0.023	0.553	0	0.578	1.082	0	0.077	1.613	0.976	0	0	0	0	9.916	0	0	0	0	0	0	0.237	0	0	0	0	0	33.637	0	0	0	0.976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	SUMM	231.691	0	0	0	0.259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230.894	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	SUMM	265.746	0	0	0	0.691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180.91	0	0	0.467	0	0	0.832	0	0	0	0.118	0	0.153	0	0	0.23	0	0	0	0.094	0	0.852	0	0	0	0	0	0	0	31.833	0	0	0	0	0	0.344	0	0	0.052	0	0	0	0.012	0	0	0	0	0.151	0	0	0.546	1.66	0	0.251	2.579	4.23	0	0	0	0	14.855	0	0	0	0	0	0	0.062	0	0	0.241	0	0	24.151	0	0	0	0.339	0	0	0	0	0.093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	SUMM	161.387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032	0	0	0	0	0	0	0	0	0	0.069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0	0	0	0	0	0
2003	SUMM	156.552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.694	0	0	0	0	0	0.684	0	0	0	0	0	0.071	0	0	0.052	0	0	0	0.006	0	0.07	0	0	0	0	0	0.013	0	2.942	0	0	0	0	0	0.003	0	0.142	0.019	0	0	0	0	0	0	0	0	0	0.317	0	0	0.146	0	0	0.058	1.464	0	0	0	0	2.089	0	0	0	0	0	0	0	0	0	0	0	0	10.782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	SUMM	43.336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	SUMM	228.095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.523	0	0	11.199	0	0	10.33	0	0	0	0.052	1.004	0.727	0	0	2.969	0	0	0	0.004	0	0.116	0	0	0	0	0	1.579	0	66.194	0	0	0	0	0	0.044	0	0	0.656	0	0	0	0	0	0	0	0	0.028	0.277	0	20.204	0.681	0	2.457	0.086	2.928	0	0	0	0	2.442	0	0	0	0	0	0	0	0	0	0.017	0	0	11.645	0	0	0	2.713	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	SUMM	126.522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126.522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	SUMM	316.443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122.806	0	0	0	0	0	0.052	0	0	0	0.01	4.1	0.013	0	0	0.15	0.742	0	0	0.006	0	0.021	0	0	1.34	0	0	2.873	0	4.106	0	0.051	0	0	0	0.008	0	0.219	0.382	0	0	0	2.18	0	0	0	0	0	8.629	0	0.252	0.22	0	109.193	1.065	1.464	0	0	0	0	9.904	0	0	0	0	0	0	0.062	0	0	2.272	0	0	42.695	0	0	0	1.628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	SUMM	309.215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.773	0	0	0	0	0	0.002	0	0	0	0	0	0.047	0	0	0	0	0	0	0	0	0	0	0	123.44	0	0	0	0	0.027	0	0	0	0	0	0	0	0.018	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	SUMM1	631.889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44	0.029	0	0	0	0	0	0	0	71.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	0	0	0	0	0.017	0	0	0	0	0	0
1991	SUMM1	368.971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333.098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0	0	0	0	0.031	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	SUMM1	261.739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.082	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0.002	0	0	0.049	0	0	0	0	0	0	0	0	0	0	0	27.569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	SUMM1	361.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327.656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.081	0	0	0	0	0	0	0	0	0	0	0	0	0	0.671	0	0	0	0	0	0	0	7.95	0.646	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0.072	0	0	0	0	0	0	0	24.099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	SUMM1	199.861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175.282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	SUMM1	235.081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163.541	0	0	1.867	0	0	0	0	0	6.777	0	0	0	0	0	0.12	0	0	0	0.01	0	0.603	0	0	0	0	0.01	0.385	0.001	24.794	0	0	0	0	0	0	0	1.965	0.295	0	0	0	0	0	0	0	0	0.213	0	0	5.575	0	0	0.36	0.433	3.416	0	0.072	0.038	0	0	0	18.295	0	0	0	0	0.937	0	0	0	0	0	1.294	0	0	0	0	2.557	0	0	0	1.4	0	0	0	0	0.042	0	0	0	0	0	0	0.081	0	0	0	0	0	0
1996	SUMM1	197.919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0.379	0	0.448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.407	0	0	0	0	3.445	0	0	0	0	0	0	0	0	23.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037	0	0	0	0	0	0	0	0	0	0	0	0.292	0.012	0	0	0	0	0
1997	SUMM1	259.457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230.702	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	1.36	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	27.386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	SUMM1	444.521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398.578	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	3.527	0	0	0	0	0	0.031	0.022	0.084	0.008	0	0	0	0	0	0	0	0	0	0	0	0.051	0	0	0	0.058	4.553	0	0	0.034	0	0	0	23.972	0	0	0	0	0	0	0	0	0	0	6.038	0	0	0	0	0.554	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
1999	SUMM1	357.404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242.538	0	1.397	0	0.008	0	0.25	0	0	0	0.14	0	0.158	0	0	0.585	0	0	0	0.022	0	2.624	0	0	1.36	0	0	0	0	46.65	0	0	0	0	0.304	0	0	0.763	0.084	0	0	0	0.176	0	0	0	0	0.005	0.724	0	0.4	4.567	0	0.077	1.6	2.603	0	0	0.802	0	0.746	0	17.897	0	0	0	0	0.012	0	0	0	0	0	28.463	0	0	0	1.318	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0.001	1	0	0	0	0	0	0	0	0
2000	SUMM1	234.248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44	0	0	0	0	0	0	0	0	0	0
2001	SUMM1	298.554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202.742	0	12.571	0.467	0	0	0	0	0	0	0.134	0	0.206	0	0	1.347	0	0	0	0.086	0	0.563	0	0	1.36	0	0.001	0	0	27.813	0	0	0	0	0	0.286	0	0.028	0.305	0	0	0	0.094	0	0	0	0	0.355	0	0	0.836	3.971	0	0.501	2.835	11.384	0	0	0.25	0	0.217	0	1.909	0	0.598	0	0	0.261	0	0.002	0	0	0	25.445	0	0	0	1.221	0	0	0	0	0.629	0	0	0	0	0	0	0	0	0.137	0	0	0	0	0	0	0	0	0
2002	SUMM1	235.209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225.477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	7.687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	SUMM1	187.255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051	0	0	148.6	0	0	0	0	0	0.08	0	0	0	0	0	0.102	0	0	0.051	0	0	0	0	0	0.159	0	0	1.36	0	0	0	0	4.351	0	0	0	0	0	0.172	0	0.293	0.036	0	0	0	0	0	0	0	0	0	0.019	0	0	0.283	0	0	0.009	7.969	0	0	0	0	2.008	0	18.927	0	0	0	0	0.02	0	0	0	0	0	1.725	0.023	0	0	1.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	SUMM1	35.735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	SUMM1	318.514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.029	0	0	1.867	0	0	23.857	0	0	0	0	2.308	1.539	0	0	4.791	0	0	0	0.045	0	0.092	0	0	1.36	0	0	0	0	81.996	0	0	0	0	0	0.209	0	0.33	0.046	0	0	0	0.072	1.123	0	0	0	0.224	1.029	0	6.391	1.513	0	0	0.049	6.344	0	0	0.177	0	23.034	0	25.464	0	0	0	0	0.056	0	0	4.371	0	0	6.469	0	0	0	3.568	0	2.161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	SUMM1	169.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	SUMM1	259.298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254	0	0	129.186	0	0	0	0.002	0	0.674	0	0	0	0.01	0.226	0.799	0	0	0.259	0	0	0	0.024	0	0.135	0	0	10.349	0	0.052	0.632	0	9.053	0	0	0	0	0	0.028	0	0.018	0.192	0	0	0	3.695	0	0	0	0	0.206	1.493	0	0.479	0.254	0	15.922	2.088	9.108	0	0	0.002	0	19.873	0	0	0	0	0	0	0	0	0	4.692	0	0	49.593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	SUMM1	158.161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.64	0	0	0	0	0	0.016	0	0	0	0	0	0.137	0	0	0	0	0	0	0	0	0.001	0	0	26.077	0	0	0	0	0.056	0	0	0	0	0	0	0	0.078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	SUMM2	403.929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395.663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0	0	0	0	0	7.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.847	0	0	0	0	0	0	0	0	0	0
1991	SUMM2	296.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295.943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	SUMM2	261.049	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	246.119	0	0	0	0	0	0	0	0	0	0	0	0.087	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0.04	0	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0.028	0	0	1.735	0	0	0	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.038	0	0	0	0	0	0	0	0	0.956	0	0	0	0	0	0	0	0	0	0
1993	SUMM2	326.518	0	0	0	0	0	0	0	0	0.637	0	0	0	0	0	0	0	0	0	305.705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.561	0	0	0	0	0	0	0	7.285	2.26	0	0	0	0	0	0	0	0	0	0	0	0.111	0	0	1.253	0.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.321	0	0	0	0	0	0	0	0	0.353	0	0	0	0	0	0	0	0	0	0
1994	SUMM2	297.764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.048	0	0	0	0	0	0.542	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	SUMM2	236.476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.304	0	0	0	0	0	0.228	0	0	0	0	0	0	0	22.3	0	0	0	0	0	0	0	0.303	0.25	0	0	0	0	0	0	0	0	0.055	0	0	9.245	0.004	0	1.147	0.821	1.138	0	0.081	0.119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9	0	0	0	0	1.081	0	0	0	0.019	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	SUMM2	188.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180.441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.277	0	0	0	0	5.275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0.012	0	0	0	0	0	0	0	1.277	0.001	0	0	0	0	0
1997	SUMM2	230.393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230.145	0	0	0	0.011	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0	0.009	0.003	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0.192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0
1998	SUMM2	494.039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487.731	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0.117	0	0	0	0	0	0	0	0.001	0.68	0	0	0	0	1.592	0	0	0	0	0	0.03	0.003	0.061	0	0	0	0	0	0	0	0	0	0	0	0	0.073	0	0	0	0.081	0.651	0	0	0.175	0	1.357	0	0	0	0	0	0	0	0	0	0.002	0	0	1.293	0	0	0	0	0.184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
