Year	site	total	ALIN	ALLI1	AMCH	APRA	ARGL	ARIS1	ARLO	ARNE	ARPU	ARWR	ASAL	ASMO	ASNU	ASTE	ASTR1	ASWO	BAAB	BAPE	BOER	CAWR	CHCO	CHIN	COCO	CRAN	CRBA	CRCR	CRMI	CRPO	CRYP1	CRYP2	DAPU	DEPI	DYPE	ERAB	ERBE	ERDI	ERDV	ERPU	ERRO	ERTE	ERTR	EUSE	EUST	EVNU	HAGR	HIMU	HODR	HOFF1	HOGL	HYVE	LEER	LEFE	LEGO	LELA	LESQ1	LEVI	LUCO	MAFE	MAPI	MATA	MELE	MENT1	MUAR	MUPO	NAHI	OENO1	PAHA	PAHI	PENA	PHAC1	PHCO	PHIN	PHPO	PLMU	PLPA	RANE	SAKA	SCBR	SELO	SIPH	SOEL	SPAI	SPAN	SPOR1	SPSU	SPVEG	STAR	STEX	TAAN	TAAU	TALI1	TECO	TSDL1	UKFO1	UKFO5	UKFO6	VEWR	VUOC	XASP
1997	WEST1	105.674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153	0	0	0	0	0	0	0	0	0	0	0	0	0	0.816	0	0	0	0	0	1.148	0	0	0	0	48.437	0	0	0	52.391	0	0	0	0	0	0	0	0	0	0	0	0	2.729	0	0	0	0	0	0	0	0
1998	WEST1	51.654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263	0	0	0	0	0	0.126	0	0	0	0	9.099	0	0	0	42.052	0	0	0	0	0	0	0	0	0	0	0	0	0.114	0	0	0	0	0	0	0	0
1999	WEST1	32.716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066	0	0	0	0	0	1.3	0	0	0	0	22.673	0	0	0	8.619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	WEST1	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0
2001	WEST1	69.185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.229	0	0	0	0	0	0	0	0	0.453	0	0	0	0	0	0	0	0.232	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	3.022	0	0	0	0	45.141	0	0	0	19.904	0	0	0	0	0	0	0	0	0	0	0	0	0.194	0	0	0	0	0	0	0	0
2002	WEST1	0.077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	WEST1	105.691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.502	0	0	0	0	73.149	0	0	0	26.606	0	0	0	0	0	0	0.182	0	0	0	0	0	0.341	0	0	0	0	0	0	0	0
2004	WEST1	80.074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94	0	0	0	0	51.234	0	0	0	23.338	0	0	0	0	0	0	0	0	0	0	0	0	2.117	0	0	0	0	0	0	0	0
2005	WEST1	126.085	0	0	0	0	0	0	0	0	0	0	0	0	8.415	0.199	0	0	0	0	0	0.934	0	0	0	0	0	0	0	0	0	0	0	17.9	0	0	0	0	0.976	0	0	0	0	0	0	0	0	0	0	0	0.926	0	0	0	0	0	0	4.555	0	0.488	0	0	0	0	0	0	0	0	0	0	3.503	0	0.912	0	0.1	56.07	0	0	0	30.98	0	0	0	0	0	0	0	0	0	0	0	0	0.127	0	0	0	0	0	0	0	0
2007	WEST1	469.75	0	0	0	58.896	0	0	0	0	0	0	11.265	0	2.041	0	0	0	0	0	0	0	0.455	0	21.458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.844	0	0	0	0	87.68	0	0	0	0	0	6.444	0	0	0.5	0	0	0	0	0	5.516	9.937	0	0	3.774	122.552	0	0	0.95	94.538	0	0	0	0	0	0	25.366	0	0	0	0.06	0	1.639	0	0	0	0	0	12.835	0	0
2008	WEST1	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
1989	WEST2	130.432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.625	0	0	0	0	0	1.03	0	0	0	0	0	0	0	0	112.803	0	0	0	0	0	0	10.693	0	0	0	0.151	0	0	0	0	0	0	0	0	0	0
1990	WEST2	82.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.372	0	0	0.037	0	0	0	0	0	0	0	0	0	0	0	0	0	3.363	0	0	0	0	0	0.055	0	0	0	0	0	0	0	0	74.981	0	0	0	0	0	0	0.962	0	0	0	0.393	0	0	0	0	0	0	0	0	0	0
1991	WEST2	126.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.516	0	0	0	0	0	0.082	0	0	0	0	0	0	0	0	114.213	0	0	0	0	0	0	1.171	0	0	0	0.064	0	0	0	0	0	0	0	0	0	0
1992	WEST2	203.631	0	0	0	0.006	0	0	0	0	0	0	0	0	0	5.831	0.119	0	0	0	0	0	0	0	0.176	0	0	0	0	0	0	0	0	0.004	0	0.009	0	0	0	0	0	0	0	0	0	0	0	7.807	0	0	10.604	0	0	0	0	0	0	0	0	0	0	0	0	0	5.045	0	0	0	0	0	2.787	0	0	0	0	0	0	0	0	87.076	0	0	0.015	0	0	0	55.304	0	0	0	0.905	0	0	0	0	0	0	0	27.943	0	0
1993	WEST2	79.449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0.321	0	0	0	0	0	0	0	0	0	0	0	3.693	0	0	0.052	0	0	0	0	0	0	0	0	0	0	0	0	0	3.22	0	0	0	0	0	0.482	0	0	0	0	0	0	0	0	69.561	0	0	0	0	0	0	2.074	0	0	0	0.028	0	0	0	0.008	0	0	0	0	0	0
1994	WEST2	62.658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	WEST2	48.833	0	0	0	0	0	0	0	0	0	0	0	0	0.716	0	0.125	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	2.228	0	0.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153	0	0	0	0	0	0.461	0.083	0	0	0	9.12	0	0	0	35.169	0	0	0	0	0	0	0.34	0	0	0	0.106	0	0	0	0	0	0	0	0	0	0
1996	WEST2	41.147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.607	0	0	0	0	0	0	0	0	0	0	2.8	0	0	0	37.707	0	0	0	0	0	0	0	0	0	0	0.033	0	0	0	0	0	0	0	0	0	0
1997	WEST2	64.543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0.373	0	0	0	0	0	0.57	0	0	0	0	9.581	0	0	0	53.342	0	0	0	0	0	0	0.018	0	0	0	0	0	0.641	0	0	0	0	0	0	0	0
1998	WEST2	57.879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.444	0	0	0	0	0	0.071	0	0	0	0	2.517	0.863	0	0	52.767	0	0	0	0	0	0	0.209	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0
1999	WEST2	17.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0.421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.539	0	0	0	0	5.117	0	0	0	10.481	0	0	0	0	0	0	0.749	0	0	0	0	0	0.212	0	0	0	0	0	0	0	0
2000	WEST2	0.108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108	0	0	0	0	0	0	0	0	0	0
2001	WEST2	34.488	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0.958	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71	0	0	0	0	0	0.721	0	0	0	0	5.413	0	0	0	23.982	0	0	0	0	0	0	2.179	0	0	0	0	0	0.312	0	0	0	0	0	0	0	0
2002	WEST2	0.591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.502	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0
2003	WEST2	56.433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.176	0	0	0	0	13.637	0	0	0	34.324	0	0	0	0	0	0	2.905	0	0	0	0	0	0.463	0	0	0	0	0	0	0	0
2004	WEST2	39.561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.069	0	0	0	0	4.878	0	0	0	29.029	0	0	0	0	0	0	0	0	0	0	0	0	3.071	0	0	0	0	0	0	0	0
2005	WEST2	92.271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321	0	0	0	0	0	0	0	0	2.778	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	0	0	2.882	0	0	0	0	0	0	0	0	0.325	0	0	0	0	0.291	0	0	0	0	0	0.419	0	0	0	52.215	0.673	0	0	0	28.995	0	0	0	0	0	0	0	0	0	0	0	0	0.155	0	0	0	0	0	0.207	0	0
2007	WEST2	631.773	0	0	0	40.23	0	0	0	0	0	0	73.419	0	0.265	0.265	0	0	0	0	0	0	0	0	48.172	0	0	0	0	0	0	0	0	19.141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.406	0	0	0	0	27.423	0	0	0	0	0	0	0	0	11.698	0	0	0	0	0	1.235	185.287	0	0	0.332	15.852	0	0	1.839	115.691	0	0	0	0	3.316	0	23.35	0	0	0	0.061	0	0.189	0	0	0	0	0	52.602	0	0
2008	WEST2	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
1989	WEST3	102.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.658	0	0	0	0	0	0	1.47	0	0	0	0.069	0	0	0	0	0	0	0	0	0	0
1990	WEST3	99.117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.356	0	0	0	0	0	0	0	0	0	0	0	0	0	0.287	23.421	0	0	0	0	0.072	0	0	0	0	0	0	0	0	74.446	0	0	0	0	0	0	0.422	0	0	0	0.113	0	0	0	0	0	0	0	0	0	0
1991	WEST3	110.744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.911	0	0	0	0	0.014	0	0	0	0	0	0	0	0	89.404	0	0	0	0	0	0	0.409	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0
1992	WEST3	233.3	0	0	0	8.914	0	0	0	0	0	0	0	0	0	11.132	0	0	1.212	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0.183	0	0.031	0	0	0	0	0	0	0.115	0	0	0	0	3.731	0	0	31.152	0	0	0	0	0.113	0	0	0	0	0	0	0	0	0	12.379	0	0	0	0	0.63	0	0	0	0	0	0	0	0	96.287	0	0.082	0	0	0	0	41.625	0	1.575	0	0.439	0	0	0	0	0	0	0	23.62	0	0
1993	WEST3	98.669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182	0	0	0	0	0	0	0	0	0.023	0	0.049	0	0	1.016	0	0	1.118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.48	0	0	0	0	0.118	0	0	0	0	0	0	0	0	54.938	0	0	0	0	0	0	1.549	0	0	0	0.078	0	0	0	0	0	0	0	0	0	0
1994	WEST3	42.925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.854	0	0	0	0	0	0	0.017	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0
1995	WEST3	117.611	0	0	0	0.004	0	0	0	0	0	0	0.53	0	0.08	0	0	0	0.108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.431	0	0.004	0	0	0	0	0	0	0.378	0	0	0	0	0	0	0	0.726	0	0	0	0	1.348	0	0	0	0.163	0	0	0	0	0	83.645	0	0	0	0	0.009	0.053	0.01	0	0	0.664	0	0	0	25.243	0	0	0	0	0	0	0.183	0	0	0	0.032	0	0	0	0	0	0	0	0	0	0
1996	WEST3	173.703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.113	0	0	0	0	0	0	0	0	0	0	0	0	0	31.576	0	0	0	0	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0
1997	WEST3	124.901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.566	0	0	0	0	0.024	0	0	0	0	3.835	0	0	0	56.46	0	0	0	0	0	0	0	0	0	0	0	0	1.675	0	0	0	0	0	0	0	0
1998	WEST3	90.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124	0	0	0	0	0	0	0.018	0	0	0	0	0	0	0.012	39.481	0	0	0	0	0.012	0	0	0	0	1.684	0	0	0	48.649	0	0	0	0	0	0	0	0	0	0	0	0	0.032	0	0	0	0	0	0	0	0
1999	WEST3	80.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.517	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.533	0	0	0	0	0.002	0	0	0	0	0.534	0	0	0	25.128	0	0	0	0	0	0	0.045	0	0	0	0	0	0.221	0	0	0	0	0	0	0	0
2000	WEST3	83.078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.059	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	WEST3	104.077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0.951	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.116	0	0	0	0	0.007	0	0	0	0	0.091	0	0	0	24.241	0	0	0	0	0	0	0.481	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0
2002	WEST3	148.966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148.721	0	0	0	0	0	0	0	0	0	0	0	0	0	0.245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	WEST3	202.709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.788	0	0	0	0	1.885	0	0	0	0	0	0	0	0	0	162.94	0	0	0	0	0	0	0	0	0	2.966	0	0	0	32.958	0	0	0	0	0	0	0.073	0	0	0	0	0	0.084	0	0	0	0	0	0.015	0	0
2004	WEST3	71.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.15	0	0	0	0	0	0	0	0	0	0	0	0	0	26.638	0	0	0	0	0	0	0	0	0	0	0	0	1.623	0	0	0	0	0	0	0	0
2005	WEST3	236.258	0	0	0	0	0	0	0	0	0	0	6.891	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	7.222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.546	0	0	0	0	0	0	9.958	0	0.163	0	0	0	0	0	89.5	0	0	0	0	0	0	0	0	81.62	1.593	0	0	0	35.386	0	0	0	0	0	0	0	0	0	0	0	0	0.119	0	0	0	0	0	0.236	0	0
2007	WEST3	743.691	0	0	0	11.53	0	0	0	0	0	0	45.589	0	0	0	0	0	0.006	0	0	0	0	0	2.727	0	0	0	0	0	0	0	0	0	0	0.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.77	0	0	0	0	36.753	0	0	0	0	0	0	0	0	0	15.809	0	0	0	0	0	28.268	0	2.596	427.01	4.851	0	0	3.051	96.578	0	0	0	0	0	0	5.427	0	0	0	0.356	0	0	0	0	0	0	0	56.328	0	0
2008	WEST3	41.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028	0	0	0	0	0	0	0	0	0	0
1989	WEST4	121.193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0	0	0	0	0	0	0	0	109.794	0	0	0	0	0	0	0.05	0	0	0	0.031	0	0	0	0	0	0	0	0	0	0
1990	WEST4	84.357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.443	0	0	0.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0	0	0	0	0	0	0	0	81.574	0	0	0	0	0	0	0.036	0	0	0	0.196	0	0	0	0	0	0	0	0	0	0
1991	WEST4	113.565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.44	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0
1992	WEST4	241.898	0	0	0	0.281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.869	0	0	20.909	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0.164	0	0	0	0	0	1.071	0	0	0	0	0	0	0	0	120.261	0	0	0	0	0	0	52.564	0	0	0	0.114	0	0	0	0	0	0	0	17.646	0	0
1993	WEST4	68.669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.197	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049	0	0	0	0	0	0.404	0	0	0	0	0	0	0	0	57.856	0	0	0	0	0	0	0.752	0	0	0	0.038	0	0	0	0	0	0	0	0	0	0
1994	WEST4	31.684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.229	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	9.003	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	WEST4	41.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.167	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234	0	0	0	0	0.45	0.523	0	0	0	12.64	0	0	0	22.861	0	0	0	0	0	0	0	0	0.128	0	0.044	0	0	0	0	0	0	0	0	0	0
1996	WEST4	30.169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032	0	0	0	0	0	0	0	0	0	0	13.211	0	0	0	16.926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	WEST4	78.289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.251	0	0	0	0	0.005	0	0	0	0	31.981	0	0	0	44.887	0	0	0	0	0	0	0	0	0	0	0	0	0.759	0	0	0	0	0	0	0	0
1998	WEST4	37.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014	1.037	0	0	0	0	0.029	0	0	0	0	5.468	0	0	0	30.435	0	0	0	0	0	0	0	0	0	0	0	0	0.031	0	0	0	0	0	0	0	0
