Year	site	total	AMAR1	AMBL	AMPA	AMPU	APRA	ASCL1	ASNU	ASSU	ASTE1	ASTR1	BAMU	BAPE	CAWR	CHIN	CIOC	COCA	COCO	CRAN	CRCR	CYES	DECO	DEPI	DIWI	ERAB	ERAG1	ERBE	ERDV	ERIG1	EUAL	EUGL	EUMI	EUSE	EUSR	EUST	GAPA	GRSQ	HAGR	HEAN	HECI	HIMU	HODR	HOGL	HYOD	IPLO	IPPU	KAHI	LEFE	LEGO	LEVS	MAFE	NAHI	PAOB	PAOBS	PEPA	PHAC1	PHCO	PHIN	PLMU	PLPA	POOL	PROB1	PSDL1	PSTA	SAKA	SILE	SOEL	SONU	SOOL	SPAI	SPSA	SPSU	TAAN	TALI1	TECO	TILA	UKFO1	UKFO2	UKFO4	UKFO5	VEBR	VEEN	VERB1	VEWR	VUOC
1996	TOBO3	0.448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.446	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0
1997	TOBO3	99.689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.872	0	0	0	0	0	0	0	0	0	0	16.321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	TOBO3	91.951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.17	0	0	0	0	0	0	0	0	0	0	28.781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	TOBO3	114.898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.771	0	0	0	0	0	0	0	0	0	0	45.127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	TOBO3	0.612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152	0	0	0	0	0	0	0	0	0	0	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	TOBO3	193.129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.753	0	0	60.8	0	0	0	0	0.228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.145	0	0	0	0	0	0	0	0	0	0	62.544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	TOBO3	1.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	TOBO3	207.499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.872	0	0	0	0	0	0	0	0	0	0	66.47	0	0	0	0.121	0	0	0	0	0	0	0	0	0	0	0
2004	TOBO3	227.505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.726	0	0	0	0.511	0	0	0	0	0	0	0	0.267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207.342	0	0	0	0	0	0	0	0	0	0	18.105	0	0	0	0.554	0	0	0	0	0	0	0	0	0	0	0
2005	TOBO3	652.528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.753	0	0	120.923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.447	51.024	0	0	0	0	0	0	0.651	0	0	0	0	0	0	0	357.522	0	0	0	0	0	0	0	0	0	0	120.208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	TOBO3	2173.286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.549	0	0	0	0	0	0	0	0	22.255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.846	823.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	945.537	0	0	0	0	0	0	0	0	0	0	378.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	TOBO3	1.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	TOBO4	211.302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	TOBO4	128.227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	TOBO4	88.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.148	0	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	TOBO4	560.153	0	0	0	0	2.559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298.615	0	0.98	8.493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249.506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	TOBO4	215.826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.294	0	0.045	4.234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104.917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	TOBO4	225.094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	TOBO4	125.589	0	0	0	0	0	0	1.392	0	0	0	0	0	0	0	0	0	0	0	0.753	0	0	21.286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.631	0.011	0	0	0	0	0	0.163	0	0	0	0	0	0	0	15.642	0	0	0	0	0	0	0	0	0	0	81.711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	TOBO4	0.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	TOBO4	117.815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.351	0	0	0	0	0	0	0	0	0	0	38.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	TOBO4	125.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.81	0	0	0	0	0	0	0	0	0	0	66.189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	TOBO4	114.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.944	0	0	0	0	0	0	0	0	0	0	76.576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	TOBO4	1.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128	0	0	0	0	0	0	0	0	0	0	0.952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	TOBO4	286.51	0	0	0	0	0	0	1.511	0	0	0	0	0	0	0	0	0	0	0	0.753	0	0	72.687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.801	0.023	0	0	0	0	0	0.488	0	0	0	0	0	0	0	55.641	0	0	0	0	0	0	0	0	0	0	142.606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	TOBO4	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	TOBO4	178.256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.565	0	0	0	0	0	0	0	0	0	0	83.691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	TOBO4	247.111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.253	0	0	0	0	0	0	0	0	0	0	77.171	0	0	0	0.594	0	0	0	0	0	0	0	0	0	0	0
2005	TOBO4	665.963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.722	0	0.776	0	0	0	0	0	0	0	0	0	0	0	0	254.318	0.431	0	0	0	0	0	0	0	0	0	232.83	0	0	0	0.078	0	0	0	0	0	0	0	0	0	0	13.527
2007	TOBO4	2228.28	0	0	0	0	0	0	0	0	0	0	0.163	0	0	0	0	0	4.889	0	0	0	0	0	0	0	0	30.308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258	731.292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	823.469	0	0	0	0	0.294	0	0	0	0	0	637.607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	TOBO4	0.776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
